0 -0.822801 0.0030145
1 -0.824446 0.00288959
2 -0.823339 0.00306503
3 -0.821808 0.0029087
4 -0.82277 0.0028136
5 -0.820991 0.00274586
6 -0.820925 0.00294803
7 -0.821454 0.00316016
8 -0.825523 0.00335087
9 -0.825236 0.00356854
10 -0.824794 0.00340366
11 -0.825492 0.00312996
12 -0.826659 0.00315255
13 -0.825398 0.00314853
14 -0.826117 0.00288688
15 -0.825718 0.00304263
16 -0.826314 0.00308928
17 -0.826951 0.00317398
18 -0.825077 0.00324767
19 -0.82489 0.00324607
20 -0.825594 0.00292273
21 -0.826117 0.00275334
22 -0.82603 0.002502
23 -0.826137 0.00260739
24 -0.825353 0.00258768
25 -0.824932 0.00249574
26 -0.823328 0.00278547
27 -0.824066 0.0027435
28 -0.824779 0.00286457
29 -0.825203 0.00303316
30 -0.825321 0.00286285
31 -0.824406 0.00274916
32 -0.824794 0.00269625
33 -0.82436 0.00257471
34 -0.825713 0.00261609
35 -0.825861 0.00284388
36 -0.827511 0.00266804
37 -0.825414 0.00309575
38 -0.824546 0.00295879
39 -0.824159 0.00298802
40 -0.824389 0.00258032
41 -0.823959 0.00226586
42 -0.823597 0.00232764
43 -0.822987 0.00264962
44 -0.82337 0.00297533
45 -0.823051 0.00324401
46 -0.823192 0.00332483
47 -0.824252 0.00299654
48 -0.825478 0.00301998
49 -0.823243 0.00296292
50 -0.822633 0.00281616
51 -0.822848 0.00278188
52 -0.821689 0.00286896
53 -0.819326 0.00296502
54 -0.820008 0.00284629
55 -0.821107 0.00257449
56 -0.820468 0.00277299
57 -0.819389 0.00296837
58 -0.819341 0.00304249
59 -0.820232 0.00299614
60 -0.821602 0.00291167
61 -0.822867 0.00306958
62 -0.822743 0.00330528
63 -0.824102 0.00339375
64 -0.82211 0.00302822
65 -0.822149 0.00352473
66 -0.822666 0.00351198
67 -0.823235 0.00362269
68 -0.823729 0.00392925
69 -0.825662 0.00402348
70 -0.824729 0.00389887
71 -0.824025 0.00376428
72 -0.822783 0.00386006
73 -0.822721 0.00380686
74 -0.823748 0.003886
75 -0.824426 0.0037518
76 -0.826963 0.00375913
77 -0.827018 0.00358899
78 -0.828593 0.00327335
79 -0.828897 0.00303162
80 -0.82805 0.00296631
81 -0.828484 0.00278448
82 -0.829846 0.00257179
83 -0.829133 0.00265732
84 -0.829431 0.00247101
85 -0.828962 0.00236272
86 -0.828867 0.00220732
87 -0.829867 0.00230673
88 -0.831176 0.00254765
89 -0.830146 0.00288525
90 -0.829175 0.00302403
91 -0.828127 0.00300175
92 -0.828817 0.00308711
93 -0.825607 0.00301449
94 -0.82544 0.00292948
95 -0.826177 0.00269882
96 -0.826126 0.00306924
97 -0.826495 0.00291892
98 -0.826987 0.00252154
99 -0.827442 0.00236467
100 -0.827533 0.00244634
101 -0.825541 0.00278826
102 -0.825533 0.00268988
103 -0.828419 0.00243058
104 -0.828205 0.00264651
105 -0.827396 0.00243786
106 -0.828098 0.00227662
107 -0.828709 0.00230679
108 -0.827167 0.00235984
109 -0.82635 0.00239515
110 -0.82595 0.00295998
111 -0.824645 0.00346793
112 -0.823535 0.00327563
113 -0.824573 0.00351255
114 -0.8236 0.00349385
115 -0.824336 0.00353488
116 -0.825036 0.00401355
117 -0.823974 0.00347657
118 -0.823169 0.00338749
119 -0.821881 0.00271512
120 -0.821508 0.00276397
121 -0.821463 0.00247864
122 -0.823206 0.00262001
123 -0.822906 0.00315285
124 -0.82456 0.00288098
125 -0.823575 0.00233479
126 -0.823951 0.00208114
127 -0.825182 0.00222298
128 -0.826695 0.00217434
129 -0.827803 0.00193235
130 -0.827332 0.00195525
131 -0.826523 0.00215517
132 -0.825453 0.0021126
133 -0.824905 0.00246511
134 -0.824271 0.00257788
135 -0.822241 0.00271544
136 -0.82394 0.0027104
137 -0.825022 0.00271086
138 -0.824938 0.00307441
139 -0.825078 0.00305429
140 -0.822618 0.00280738
141 -0.822965 0.00312187
142 -0.823272 0.00306554
143 -0.822697 0.0031507
144 -0.823143 0.0028762
145 -0.823103 0.00309509
146 -0.822088 0.0032722
